Type,Line,Space,ID,Origin,InitialOrigin,Reference1,Reference2,Reference3,Tags,Roles,MaxUnauthorised,NumberReference1,NumberReference2,NumberReference3
image,98,32,1c037877-e82f-46db-8ae7-b86fbbc48406,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/24-Zeeland-1851.jpg,,rivierkaart,1,4,,,-1,98,,
image,99,32,6cca0f30-9a7c-40c5-9a52-0a523aab01af,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/25-Grave-1851.jpg,,rivierkaart,1,4,,,-1,99,,
image,100,32,db9ffb4d-878a-40b1-adca-0ae6770f89af,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/26-Ravestein-1852.jpg,,rivierkaart,1,4,,,-1,100,,
image,101,32,95ed6fd3-19de-4b4f-b98b-c0f11b94d005,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/27-Megen-1853.jpg,,rivierkaart,1,4,,,-1,101,,
image,102,32,d06a5b39-a3f5-40b7-952b-131bb90fd3d4,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/28-Lith-1853.jpg,,rivierkaart,1,4,,,-1,102,,
image,103,32,b29c0eba-0038-460c-815b-920b2be4e141,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/29-Rossum-1853.jpg,,rivierkaart,1,4,,,-1,103,,
image,104,32,1741c39b-deb5-4762-a6e8-dd2e3e0bb308,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/29a-Supplementair-blad-Rossum-No-29-1859.jpg,,rivierkaart,1,4,,,-1,104,,
image,105,32,69ab6095-352d-4ebd-9359-d3e213196a69,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/30-Driel-1854.jpg,,rivierkaart,1,4,,,-1,105,,
image,106,32,f77fad8f-c9ef-4207-8ce8-107266c54f1c,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/31-Ammerzoden-1854.jpg,,rivierkaart,1,4,,,-1,106,,
image,107,32,2f451ca3-6628-4245-942e-b1069679a265,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/32-Heusden-1854.jpg,,rivierkaart,1,4,,,-1,107,,
image,108,32,b2b46605-f722-49ee-8669-bc67b79b834a,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/33-Wijk-1855.jpg,,rivierkaart,1,4,,,-1,108,,
image,109,32,54bc652e-7e2f-482b-870b-e39b39880241,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/33a-Supplement-behorende-bij-Blad-No-33-Wijk.jpg,,rivierkaart,1,4,,,-1,109,,
image,110,32,4d8cd64f-8ec4-481c-9273-d9d9291bf552,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_4/34-Woudrichem-1855-1856.jpg,,rivierkaart,1,4,,,-1,110,,
image,111,32,d24d9319-cb10-4c7c-8b72-64aff699a99f,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_5/00-Kaart-van-de-rivieren-de-Oude-en-Nieuwe-Merwede-en-de-killen-in-het-Bergsche-Veld.jpg,,rivierkaart,1,5,,,-1,111,,
image,112,32,ec4a2d27-725e-45c5-8faf-768b4244cdf5,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_5/01-Lage-Zwaluwe-1858.jpg,,rivierkaart,1,5,,,-1,112,,
image,113,32,7a9cdbbf-cc4d-4e76-ba1b-c14d00e44765,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_5/02-Hooge-Zwaluwe-1858.jpg,,rivierkaart,1,5,,,-1,113,,
image,114,32,1733b3ef-a761-4009-aa70-dce520f31cbe,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_5/04-s-Gravendeel-1858.jpg,,rivierkaart,1,5,,,-1,114,,
image,115,32,e189ae24-8412-4c18-b189-b8b76c3649ab,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_5/05-Lagenhof-1857.jpg,,rivierkaart,1,5,,,-1,115,,
image,116,32,7c9db975-a301-4302-81d6-e8990c7198c4,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_5/06-Nieuwe-Dijk-1857.jpg,,rivierkaart,1,5,,,-1,116,,
image,117,32,1d328164-7d7d-4d11-9917-2e64226dadc0,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_5/08-Sliedrecht-1858.jpg,,rivierkaart,1,5,,,-1,117,,
image,118,32,7f431885-bf19-42dc-b44a-51aa54d05f9d,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_5/09-Giessendam-1857.jpg,,rivierkaart,1,5,,,-1,118,,
image,119,32,5edeefb0-54de-4a68-a71f-8ef0b8177de1,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_6/01-Gouda-1860.jpg,,rivierkaart,1,6,,,-1,119,,
image,120,32,729d3131-b444-4a57-beb4-ffe3d28b4911,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_6/02-Nieuwerkerk-1860.jpg,,rivierkaart,1,6,,,-1,120,,
image,121,32,b1f228cd-4138-4add-95cd-0d68d40861c5,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_druk/Serie_6/03-Ouderkerk-1860.jpg,,rivierkaart,1,6,,,-1,121,,
image,122,32,7d5ed445-c771-4c68-b9bb-ddaa4465b338,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/00-Lengteprofl-Bladverd-rivieren-Bovenrijn-Waal-Merwede-Noord-DordscheKil-OudeMaas-Spui-NieuweMaas-1888.jpg,,rivierkaart,2,1,,,-1,122,,
image,123,32,40531af5-912e-46bc-9d3d-5b1f3ecac8d7,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/01-Schenkenschans-1874.jpg,,rivierkaart,2,1,,,-1,123,,
image,124,32,8461a864-23b7-4647-b990-45de4210ea8e,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/02-Kekerdom-1873.jpg,,rivierkaart,2,1,,,-1,124,,
image,125,32,a6c97719-94e8-4c6b-b3f6-82a16801db72,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/03-Nijmegen-1873.jpg,,rivierkaart,2,1,,,-1,125,,
image,126,32,0ff965f3-7899-41fe-acce-2bcc5a3b3445,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/04-Herveld-1873.jpg,,rivierkaart,2,1,,,-1,126,,
image,127,32,471bc40b-eea3-4620-bb5a-9ddf1a5dba71,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/05-Dodewaard-1873.jpg,,rivierkaart,2,1,,,-1,127,,
image,128,32,fb76fbb6-1273-40c0-8c69-6d05f33588ea,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/06-Leeuwen-1874.jpg,,rivierkaart,2,1,,,-1,128,,
image,129,32,b3eec652-c0da-445f-a3d5-405ac92583d7,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/07-Tiel-1874.jpg,,rivierkaart,2,1,,,-1,129,,
image,130,32,b3091828-3a4f-48ec-a0d6-37febbdc3934,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/08-Varik-1874.jpg,,rivierkaart,2,1,,,-1,130,,
image,131,32,016a1ed2-2a7f-4428-88de-a39b35782781,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/09-Zaltbommel-1875.jpg,,rivierkaart,2,1,,,-1,131,,
image,132,32,f631e8d8-9900-48e7-b48c-593e3bbca8bb,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/10-Zuilichem-Negatief-1874.jpg,,rivierkaart,2,1,,,-1,132,,
image,133,32,0746920c-ec51-41ac-a379-4965d887b75d,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/10-Zuilichem-Positief-1874.jpg,,rivierkaart,2,1,,,-1,133,,
image,134,32,cb8a7ebf-c96e-4537-b192-d024e87b2045,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/10-Zuilichem-1875.jpg,,rivierkaart,2,1,,,-1,134,,
image,135,32,16b6cb63-65de-444b-802d-740fa0027b48,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/11-Brakel-1875.jpg,,rivierkaart,2,1,,,-1,135,,
image,136,32,3f85ddee-c466-4d11-9976-ac18ae9f0119,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/12-Gorinchem-1884.jpg,,rivierkaart,2,1,,,-1,136,,
image,137,32,0100efad-f89f-4641-964d-45465f81a5fe,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/13-Werkendam-1877.jpg,,rivierkaart,2,1,,,-1,137,,
image,138,32,94d89ce0-cf52-4ca2-9fd3-8c331d0ec0df,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/14-Giessendam-1877.jpg,,rivierkaart,2,1,,,-1,138,,
image,139,32,fef688e8-ead5-4475-a932-5a7c0d6826a7,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/15-Sliedrecht-1878.jpg,,rivierkaart,2,1,,,-1,139,,
image,140,32,a422b37a-5d7c-4e55-9f74-0b6827750f74,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/16-Dordrecht-tweede-uitgave-1890.jpg,,rivierkaart,2,1,,,-1,140,,
image,141,32,204a6c4d-a71c-4827-bbc0-99e81aa363ee,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/16-Dordrecht-1878.jpg,,rivierkaart,2,1,,,-1,141,,
image,142,32,0153974a-f352-4645-9844-321b5edb2c90,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/17-Heerjansdam-1878.jpg,,rivierkaart,2,1,,,-1,142,,
image,143,32,cb13a6e2-9902-4d30-b491-90f310c80256,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/17-Krimpen-aan-de-Lek-1879.jpg,,rivierkaart,2,1,,,-1,143,,
image,144,32,dc49181b-8cf3-4f71-bb18-1a381f72b512,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/18-Heinenoord-1879.jpg,,rivierkaart,2,1,,,-1,144,,
image,145,32,df87cac9-02c6-45bd-bb7d-85b931eb6eff,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/18-Moerdijk-1885.jpg,,rivierkaart,2,1,,,-1,145,,
image,146,32,e770c771-c1fa-4351-84f0-bdd3a6f584dc,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/20-Hoogvliet-1880.jpg,,rivierkaart,2,1,,,-1,146,,
image,147,32,cb128e2a-6560-45cd-9243-865d7ae2d4b1,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/21-Vlaardingen-1881.jpg,,rivierkaart,2,1,,,-1,147,,
image,148,32,184bc2c5-aede-4289-bec0-bb06e6b59ad6,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/22-Maassluis-1880.jpg,,rivierkaart,2,1,,,-1,148,,
image,149,32,3cbf145c-32e9-4f50-89f4-959691fecbb7,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/23-Brielle-1880.jpg,,rivierkaart,2,1,,,-1,149,,
image,150,32,ab95a816-6cef-49b4-ae66-854374dbff37,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/24-De-Lier-1881.jpg,,rivierkaart,2,1,,,-1,150,,
image,151,32,a870fc0e-166e-49fe-9f50-eeb1ed434b55,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/25-Hoek-van-Holland-1881.jpg,,rivierkaart,2,1,,,-1,151,,
image,152,32,3a4e7e14-c512-4722-a517-f38ea55296cd,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/S1-Supplementsblad-No-1-Mallegat-Dordtsche-Kil-en-Nieuwe-Merwede-s-Gravendeel-Tweede-uitgave-1914.jpg,,rivierkaart,2,1,,,-1,152,,
image,153,32,8dca4a71-b2c1-4971-9105-e080f13d75f7,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/S1-Supplementsblad-No-1-Mallegat-Dordtsche-Kil-en-Nieuwe-Merwede-s-Gravendeel-1880.jpg,,rivierkaart,2,1,,,-1,153,,
image,154,32,70813fa3-b42f-4201-9abf-0dad563fd545,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/S2-Supplementsblad-No-2-Pelser-en-Noord-Alblasserdam-1879.jpg,,rivierkaart,2,1,,,-1,154,,
image,155,32,6e45eb09-b1ee-4cfa-8731-eb6fc59fea8d,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_1/S2-Supplementsblad-No-2-Spui-Nieuw-Beijerland-1880.jpg,,rivierkaart,2,1,,,-1,155,,
image,156,32,89b39aa8-1e73-4d46-b133-c5a9afd45a68,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/00-Lengteprofl-Bladverd-herz-krt-riv-Bovenrijn-Nederrijn-Lek-NieuweMaas-Scheur-NieuweWaterweg-1888.jpg,,rivierkaart,2,2,,,-1,156,,
image,157,32,2c4db6dc-aa9b-4c6c-9bba-a87243ee756a,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/01-Schenkenschans-1874.jpg,,rivierkaart,2,2,,,-1,157,,
image,158,32,379b5dd0-ab41-47f1-8587-a27ef259d8d7,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/02-Kekerdom-1873.jpg,,rivierkaart,2,2,,,-1,158,,
image,159,32,4ff899b2-d810-479d-ba48-4e52ad603385,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/03-Angeren-1876.jpg,,rivierkaart,2,2,,,-1,159,,
image,160,32,b0e6b65a-9582-4b75-86d3-d94ed68adb93,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/04-Westervoort-1877.jpg,,rivierkaart,2,2,,,-1,160,,
image,161,32,1f20e70b-280c-40e3-a60b-6cfe006a5064,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/05-Arnhem-1881.jpg,,rivierkaart,2,2,,,-1,161,,
image,162,32,15c033f8-b6c8-4eb1-81ba-b6b1e3055d5b,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/06-Heteren-1881.jpg,,rivierkaart,2,2,,,-1,162,,
image,163,32,84d6a614-33a5-49a8-a9b6-f0ce27722e4e,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/07-Opheusden-1881.jpg,,rivierkaart,2,2,,,-1,163,,
image,164,32,8babba8b-9cf5-4056-b6e8-c21f8e62aa21,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/08-Rheenen-1881.jpg,,rivierkaart,2,2,,,-1,164,,
image,165,32,0f91cc8f-f9ce-4f64-96f6-65f1abf91d94,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/09-Maurik-1882.jpg,,rivierkaart,2,2,,,-1,165,,
image,166,32,71d92b1e-8e33-4775-ab52-0add609f0a2a,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/10-Wijk-bij-Duurstede-1882.jpg,,rivierkaart,2,2,,,-1,166,,
image,167,32,df862303-b722-4b9d-a688-44ca1963381a,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/11-Culemborg-1882.jpg,,rivierkaart,2,2,,,-1,167,,
image,168,32,2fb3acb2-4762-4143-9161-f9ea4c26c786,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/12-Hagestein-1882.jpg,,rivierkaart,2,2,,,-1,168,,
image,169,32,2ba8c4f9-9039-424c-8804-c9e1343cd50f,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/13-Vianen-1883.jpg,,rivierkaart,2,2,,,-1,169,,
image,170,32,7c2da0d0-829c-4f6e-bcce-bc31dab1248a,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/14-Ameide-1883.jpg,,rivierkaart,2,2,,,-1,170,,
image,171,32,9b242f29-bb55-4dc1-831b-b2a20dd9b74f,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/15-Schoonhoven-1883.jpg,,rivierkaart,2,2,,,-1,171,,
image,172,32,bc387ab6-aec9-4139-90f0-78155c542d24,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/16-Lekkerkerk-1883.jpg,,rivierkaart,2,2,,,-1,172,,
image,173,32,f09b3f4f-d194-4e12-9eca-dead5ce55526,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/17-Krimpen-aan-de-Lek-tweede-uitgave-1907.jpg,,rivierkaart,2,2,,,-1,173,,
image,174,32,8d297185-496b-4d74-abfa-0f4943454fa8,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/17-Krimpen-aan-de-Lek-1879.jpg,,rivierkaart,2,2,,,-1,174,,
image,175,32,01b738d1-5d4d-48ce-8c42-8e06594feefc,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/18-Rotterdam-tweede-uitgave-1904.jpg,,rivierkaart,2,2,,,-1,175,,
image,176,32,3d267051-b894-4c58-9862-b2530e1d3695,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/18-Rotterdam-1880.jpg,,rivierkaart,2,2,,,-1,176,,
image,177,32,7ed7df2b-6f38-49f6-a67a-64816ad6d30a,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/19-Vlaardingen-tweede-uitgave-1906.jpg,,rivierkaart,2,2,,,-1,177,,
image,178,32,cbeea7c3-d634-4432-9f38-410656514900,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/19-Vlaardingen-1881.jpg,,rivierkaart,2,2,,,-1,178,,
image,179,32,3ac42e49-19c7-4b91-96b6-89b2ab79e996,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/20-Maassluis-tweede-uitgave-1903.jpg,,rivierkaart,2,2,,,-1,179,,
image,180,32,370be74c-d719-44e6-a2af-45fc19595cc2,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/20-Maassluis-1880.jpg,,rivierkaart,2,2,,,-1,180,,
image,181,32,ffe4fcd3-15f5-438d-85bb-34f2eeab84e1,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/21-De-Lier-tweede-uitgave-1906.jpg,,rivierkaart,2,2,,,-1,181,,
image,182,32,6195eccf-b456-44f3-bce8-3579d03d6763,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/21-De-Lier-1881.jpg,,rivierkaart,2,2,,,-1,182,,
image,183,32,f841db2e-0eed-46f5-b696-38b8039e264a,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/22-Hoek-van-Holland-tweede-uitgave-1906.jpg,,rivierkaart,2,2,,,-1,183,,
image,184,32,cf0641fb-93df-4a31-8f41-0869bd539b3a,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/22-Hoek-van-Holland-1881.jpg,,rivierkaart,2,2,,,-1,184,,
image,185,32,5a098fa0-1f03-4d6d-bb95-686021c9740a,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_2/S1-Supplement-Aerdt-1887.jpg,,rivierkaart,2,2,,,-1,185,,
image,186,32,a0c8013c-4415-4754-a780-28a90fa8d748,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_3/00-Lengteprofil-en-bladverdeling-van-de-herziene-kaart-van-de-rivieren-IJssel-en-Zwarte-Water-1909.jpg,,rivierkaart,2,3,,,-1,186,,
image,187,32,778b6113-6963-46c9-857a-bc89b1a8369e,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_3/01-Westervoort-1877.jpg,,rivierkaart,2,3,,,-1,187,,
image,188,32,a6099d29-80a0-4cf1-bc03-7a156d68e8bd,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_3/02-Rheden-1888.jpg,,rivierkaart,2,3,,,-1,188,,
image,189,32,db794792-9ae4-4743-8307-07fd0047d8e2,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_3/02a-Genne-1906.jpg,,rivierkaart,2,3,,,-1,189,,
image,190,32,c0959a65-caa7-4475-b00c-1b47628750bd,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_3/03-Doesburg-1888.jpg,,rivierkaart,2,3,,,-1,190,,
image,191,32,b9c4191e-2683-4c01-8751-3fbe95b1b04b,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_3/03a-Zwartsluis-1908.jpg,,rivierkaart,2,3,,,-1,191,,
image,192,32,607fc31d-30be-4e9d-a91a-1bc989dd1095,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_3/04-Brummen-1888.jpg,,rivierkaart,2,3,,,-1,192,,
image,193,32,91d35bd3-8961-4806-b0cc-4ab2024efb4d,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_3/04a-Kraggenburg-1906.jpg,,rivierkaart,2,3,,,-1,193,,
image,194,32,52495d0d-6d32-4aa3-983d-8bbe587bb20e,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_3/05-Zutphen-1889.jpg,,rivierkaart,2,3,,,-1,194,,
image,195,32,704f4067-b3cc-4dac-9266-3319f4a18d64,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_3/06-Gorssel-1889.jpg,,rivierkaart,2,3,,,-1,195,,
image,196,32,66bd5d7b-54ac-4ddb-8b6a-7fa7853087b9,https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/rivierkaart/geogegevens/eerste_herziening/Serie_3/07-Deventer-1890.jpg,,rivierkaart,2,3,,,-1,196,,
